Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional,PlayerID
1,Shai Gilgeous-Alexander,26,OKC,PG,76,76,34.2,11.3,21.8,0.519,2.1,5.7,0.375,9.2,16.1,0.571,0.569,7.9,8.8,0.898,0.9,4.1,5.0,6.4,1.7,1.0,2.4,2.2,32.7,,gilgesh01,4278073
2,Giannis Antetokounmpo,30,MIL,PF,67,67,34.2,11.8,19.7,0.601,0.2,0.9,0.222,11.6,18.7,0.62,0.607,6.5,10.6,0.617,2.2,9.7,11.9,6.5,0.9,1.2,3.1,2.3,30.4,,antetgi01,3032977
3,Nikola Jokić,29,DEN,C,70,70,36.7,11.2,19.5,0.576,2.0,4.7,0.417,9.3,14.8,0.627,0.627,5.2,6.4,0.8,2.9,9.9,12.7,10.2,1.8,0.6,3.3,2.3,29.6,,jokicni01,3112335
4,Luka Dončić,25,LAL,PG,50,50,35.4,9.2,20.5,0.45,3.5,9.6,0.368,5.7,10.9,0.522,0.536,6.2,7.9,0.782,0.8,7.4,8.2,7.7,1.8,0.4,3.6,2.5,28.2,,doncilu01,3945274
5,Anthony Edwards,23,MIN,SG,79,79,36.3,9.1,20.4,0.447,4.1,10.3,0.395,5.1,10.1,0.501,0.547,5.3,6.3,0.837,0.8,4.9,5.7,4.5,1.2,0.6,3.2,1.9,27.6,,edwaran01,4594268
6,Jayson Tatum,26,BOS,PF,72,72,36.4,9.2,20.3,0.452,3.5,10.1,0.343,5.7,10.2,0.559,0.537,5.0,6.1,0.814,0.7,8.0,8.7,6.0,1.1,0.5,2.9,2.2,26.8,,tatumja01,4065648
7,Kevin Durant,36,PHX,PF,62,62,36.5,9.5,18.1,0.527,2.6,6.0,0.43,7.0,12.1,0.574,0.598,4.9,5.8,0.839,0.4,5.7,6.0,4.2,0.8,1.2,3.1,1.7,26.6,,duranke01,3202
8,Tyrese Maxey,24,PHI,PG,52,52,37.7,9.2,21.0,0.437,3.1,9.2,0.337,6.1,11.8,0.515,0.511,4.9,5.6,0.879,0.3,3.1,3.3,6.1,1.8,0.4,2.4,2.2,26.3,,maxeyty01,4431678
9,Cade Cunningham,23,DET,PG,70,70,35.0,9.8,20.8,0.469,2.1,6.0,0.356,7.6,14.8,0.515,0.521,4.5,5.3,0.846,0.8,5.3,6.1,9.1,1.0,0.8,4.4,2.8,26.1,,cunnica01,4432166
10,Jalen Brunson,28,NYK,PG,65,65,35.4,9.0,18.5,0.488,2.3,6.1,0.383,6.7,12.4,0.539,0.551,5.7,6.9,0.821,0.4,2.5,2.9,7.3,0.9,0.1,2.5,2.1,26.0,,brunsja01,3934672
11,Paolo Banchero,22,ORL,PF,46,46,34.4,9.0,19.8,0.452,1.9,5.9,0.32,7.1,13.9,0.509,0.5,6.1,8.4,0.727,1.1,6.4,7.5,4.8,0.8,0.6,3.0,2.1,25.9,,banchpa01,4432573
12,Devin Booker,28,PHX,SG,75,75,37.3,8.7,18.9,0.461,2.4,7.3,0.332,6.3,11.6,0.542,0.525,5.8,6.4,0.894,1.0,3.1,4.1,7.1,0.9,0.2,2.9,2.6,25.6,,bookede01,3136193
13,LaMelo Ball,23,CHA,PG,47,47,32.0,8.6,21.3,0.405,3.8,11.2,0.339,4.8,10.1,0.478,0.494,4.1,4.9,0.843,1.0,3.9,4.9,7.4,1.1,0.3,3.6,3.3,25.2,,ballla01,4432816
14,Damian Lillard,34,MIL,PG,58,58,36.1,7.7,17.1,0.448,3.4,9.0,0.376,4.3,8.1,0.528,0.547,6.2,6.8,0.921,0.5,4.2,4.7,7.1,1.2,0.2,2.8,1.7,24.9,,lillada01,6606
15,Anthony Davis,31,DAL,PF,51,51,33.5,9.2,17.8,0.516,0.7,2.4,0.282,8.5,15.4,0.553,0.536,5.6,7.2,0.775,2.6,8.9,11.6,3.5,1.2,2.2,2.2,1.9,24.7,,davisan02,6583
16,Kyrie Irving,32,DAL,SG,50,50,36.1,8.9,18.9,0.473,2.9,7.2,0.401,6.1,11.7,0.517,0.549,3.9,4.3,0.916,1.2,3.6,4.8,4.6,1.3,0.5,2.2,2.0,24.7,,irvinky01,6442
17,Zion Williamson,24,NO,PF,30,30,28.6,9.6,16.9,0.567,0.1,0.4,0.231,9.5,16.5,0.576,0.57,5.3,8.0,0.656,2.5,4.7,7.2,5.3,1.2,0.9,3.0,2.7,24.6,,willizi01,4395628
18,Stephen Curry,36,GSW,PG,70,70,32.2,8.1,18.0,0.448,4.4,11.2,0.397,3.6,6.8,0.534,0.572,4.0,4.3,0.933,0.6,3.9,4.4,6.0,1.1,0.4,2.9,1.4,24.5,,curryst01,3975
19,LeBron James,40,LAL,SF,70,70,34.9,9.3,18.1,0.513,2.1,5.7,0.376,7.2,12.5,0.574,0.571,3.7,4.7,0.782,1.0,6.8,7.8,8.2,1.0,0.6,3.7,1.4,24.4,,jamesle01,1966
20,Karl-Anthony Towns,29,NYK,C,72,72,35.0,8.9,16.9,0.526,2.0,4.7,0.42,6.9,12.2,0.567,0.584,4.7,5.7,0.829,2.9,9.8,12.8,3.1,1.0,0.7,2.7,3.5,24.4,,townska01,3136195
21,Victor Wembanyama,21,SAS,C,46,46,33.2,8.9,18.6,0.476,3.1,8.8,0.352,5.8,9.9,0.586,0.559,3.4,4.1,0.836,1.8,9.2,11.0,3.7,1.1,3.8,3.2,2.3,24.3,,wembavi01,5104157
22,Franz Wagner,23,ORL,SF,60,60,33.7,9.0,19.4,0.463,1.7,5.9,0.295,7.2,13.5,0.535,0.507,4.5,5.2,0.871,0.9,4.8,5.7,4.7,1.3,0.4,2.3,2.5,24.2,,wagnefr01,4566434
23,Trae Young,26,ATL,PG,76,76,36.0,7.4,18.1,0.411,2.9,8.4,0.34,4.6,9.7,0.474,0.491,6.5,7.4,0.875,0.5,2.6,3.1,11.6,1.2,0.2,4.7,1.9,24.2,,youngtr01,4277905
24,Donovan Mitchell,28,CLE,SG,71,71,31.4,8.2,18.6,0.443,3.3,8.9,0.368,5.0,9.7,0.512,0.531,4.2,5.1,0.823,0.8,3.7,4.5,5.0,1.3,0.2,2.1,2.0,24.0,,mitchdo01,3908809
25,Cam Thomas,23,BKN,SG,25,23,31.2,8.0,18.2,0.438,2.7,7.8,0.349,5.2,10.4,0.506,0.513,5.3,6.0,0.881,0.6,2.7,3.3,3.8,0.6,0.1,2.5,1.8,24.0,,thomaca02,4432174
26,Tyler Herro,25,MIA,SG,77,77,35.4,8.5,17.9,0.472,3.3,8.7,0.375,5.2,9.2,0.565,0.563,3.7,4.2,0.878,0.5,4.7,5.2,5.5,0.9,0.2,2.6,1.1,23.9,,herroty01,4395725
27,Joel Embiid,30,PHI,C,19,19,30.2,7.4,16.6,0.444,1.2,4.1,0.299,6.2,12.5,0.492,0.481,7.8,8.9,0.882,1.9,6.3,8.2,4.5,0.7,0.9,3.3,2.2,23.8,,embiijo01,3059318
28,De'Aaron Fox,27,SAS,PG,62,62,36.1,8.7,18.8,0.463,1.9,6.1,0.31,6.8,12.6,0.538,0.514,4.2,5.1,0.827,0.9,3.9,4.8,6.3,1.5,0.4,2.8,2.6,23.5,,foxde01,4066259
29,Zach LaVine,29,SAC,SF,74,74,35.2,8.4,16.5,0.511,3.2,7.2,0.446,5.2,9.3,0.562,0.609,3.2,3.9,0.825,0.3,4.0,4.3,4.2,0.8,0.2,2.8,1.6,23.3,,lavinza01,3064440
30,Ja Morant,25,MEM,PG,50,50,30.4,8.1,17.8,0.454,1.8,5.7,0.309,6.3,12.1,0.523,0.504,5.3,6.4,0.824,0.7,3.4,4.1,7.3,1.2,0.2,3.7,2.3,23.2,,moranja01,4279888
31,James Harden,35,LAC,PG,79,79,35.3,6.7,16.4,0.41,3.0,8.5,0.352,3.7,7.9,0.472,0.501,6.4,7.3,0.874,0.7,5.1,5.8,8.7,1.5,0.7,4.3,2.1,22.8,,hardeja01,3992
32,Jaylen Brown,28,BOS,SF,63,63,34.3,8.2,17.7,0.463,1.8,5.7,0.324,6.4,12.1,0.529,0.515,3.9,5.1,0.764,1.3,4.5,5.8,4.5,1.2,0.3,2.6,2.4,22.2,,brownja02,3917376
33,DeMar DeRozan,35,SAC,SF,77,77,35.9,8.1,17.0,0.477,1.1,3.3,0.328,7.0,13.7,0.513,0.509,4.9,5.7,0.857,0.6,3.2,3.9,4.4,0.8,0.4,1.4,1.9,22.2,,derozde01,3978
34,Brandon Ingram,27,TOR,SF,18,18,33.1,8.6,18.5,0.465,2.4,6.4,0.374,6.2,12.1,0.514,0.53,2.6,3.1,0.855,0.9,4.6,5.6,5.2,0.9,0.6,3.8,2.5,22.2,,ingrabr01,3913176
35,Jaren Jackson Jr.,25,MEM,C,74,74,29.8,8.0,16.4,0.488,2.0,5.3,0.375,6.0,11.1,0.541,0.548,4.2,5.4,0.781,1.2,4.4,5.6,2.0,1.2,1.5,2.1,3.5,22.2,,jacksja02,4277961
36,Norman Powell,31,LAC,SG,60,60,32.6,7.6,15.8,0.484,3.0,7.1,0.418,4.6,8.6,0.538,0.578,3.6,4.4,0.804,0.4,2.8,3.2,2.1,1.2,0.2,1.8,1.9,21.8,,powelno01,2595516
37,Jalen Williams,23,OKC,SG,69,69,32.4,8.2,16.9,0.484,1.8,4.9,0.365,6.4,12.0,0.533,0.537,3.4,4.3,0.789,0.9,4.5,5.3,5.1,1.6,0.7,2.2,2.3,21.6,,willija06,4593803
38,Kawhi Leonard,33,LAC,SF,37,37,31.9,8.4,16.8,0.498,2.1,5.1,0.411,6.3,11.7,0.536,0.56,2.6,3.3,0.81,0.9,5.0,5.9,3.1,1.6,0.5,1.9,1.5,21.5,,leonaka01,6450
39,Jamal Murray,27,DEN,PG,67,67,36.1,7.9,16.7,0.474,2.3,5.9,0.393,5.6,10.8,0.518,0.543,3.3,3.7,0.886,0.7,3.2,3.9,6.0,1.4,0.5,2.1,1.9,21.4,,murraja01,3936299
40,Trey Murphy III,24,NO,SF,53,51,35.0,7.2,15.8,0.454,3.0,8.3,0.361,4.2,7.6,0.556,0.548,3.8,4.3,0.887,0.9,4.2,5.1,3.5,1.1,0.7,1.9,2.1,21.2,,murphtr02,4397688
41,RJ Barrett,24,TOR,SF,58,58,32.2,7.9,16.9,0.468,1.8,5.3,0.35,6.1,11.7,0.522,0.523,3.4,5.4,0.63,1.1,5.3,6.3,5.4,0.8,0.3,2.8,2.4,21.1,,barrerj01,4395625
42,CJ McCollum,33,NO,PG,56,56,32.7,7.9,17.9,0.444,3.1,8.2,0.373,4.9,9.7,0.505,0.53,2.2,3.1,0.717,0.8,3.0,3.8,4.1,0.8,0.4,1.9,2.2,21.1,,mccolcj01,2490149
43,Jalen Green,22,HOU,SG,82,82,32.9,7.4,17.5,0.423,2.9,8.1,0.354,4.6,9.5,0.482,0.505,3.3,4.1,0.813,0.5,4.0,4.6,3.4,0.9,0.3,2.5,1.5,21.0,,greenja05,4437244
44,Brandon Miller,22,CHA,SF,27,27,34.2,7.3,18.2,0.403,3.9,10.9,0.355,3.5,7.3,0.475,0.509,2.5,2.9,0.861,0.9,3.9,4.9,3.6,1.1,0.7,2.8,2.7,21.0,,millebr02,4433287
45,Darius Garland,25,CLE,PG,75,75,30.7,7.4,15.7,0.472,2.8,7.1,0.401,4.6,8.6,0.53,0.562,3.0,3.4,0.878,0.6,2.2,2.9,6.7,1.2,0.1,2.5,1.9,20.6,,garlada01,4396907
46,Jordan Poole,25,WAS,SG,68,68,29.4,6.7,15.5,0.432,3.5,9.1,0.378,3.3,6.4,0.51,0.544,3.6,4.0,0.883,0.5,2.5,3.0,4.5,1.3,0.4,3.0,3.0,20.5,,poolejo01,4277956
47,Coby White,24,CHI,SG,74,73,33.1,6.9,15.1,0.453,2.9,7.9,0.37,3.9,7.3,0.544,0.55,3.7,4.1,0.902,0.3,3.4,3.7,4.5,0.9,0.2,2.4,2.1,20.4,,whiteco01,4395651
48,Miles Bridges,26,CHA,PF,64,64,31.7,7.3,17.0,0.431,2.2,7.0,0.313,5.1,10.0,0.513,0.495,3.5,4.0,0.87,1.1,6.4,7.5,3.9,0.7,0.7,2.1,1.5,20.3,,bridgmi02,4066383
49,Austin Reaves,26,LAL,SG,73,73,34.9,6.5,14.2,0.46,2.7,7.3,0.377,3.8,6.9,0.547,0.556,4.4,5.0,0.877,0.8,3.7,4.5,5.8,1.1,0.3,2.4,2.1,20.2,,reaveau01,4066457
50,Pascal Siakam,30,IND,PF,78,78,32.7,7.9,15.2,0.519,1.6,4.2,0.389,6.2,11.0,0.568,0.572,2.9,3.9,0.734,1.7,5.2,6.9,3.4,0.9,0.5,1.4,2.4,20.2,,siakapa01,3149673
51,Kristaps Porziņģis,29,BOS,C,42,42,28.8,6.6,13.7,0.483,2.5,6.0,0.412,4.1,7.7,0.537,0.572,3.8,4.7,0.809,1.6,5.1,6.8,2.1,0.7,1.5,1.3,2.8,19.5,,porzikr01,3102531
52,Scottie Barnes,23,TOR,PF,65,65,32.8,7.3,16.4,0.446,1.2,4.3,0.271,6.1,12.0,0.508,0.482,3.5,4.6,0.755,1.7,6.0,7.7,5.8,1.4,1.0,2.8,1.7,19.3,,barnesc01,4433134
53,Anfernee Simons,25,POR,SG,70,70,32.7,6.8,16.1,0.426,3.1,8.5,0.363,3.8,7.6,0.496,0.521,2.5,2.8,0.902,0.4,2.3,2.7,4.8,0.9,0.1,2.0,1.7,19.3,,simonan01,4351851
54,Desmond Bane,26,MEM,SG,69,68,32.0,7.1,14.8,0.484,2.4,6.1,0.392,4.8,8.7,0.548,0.565,2.6,2.9,0.894,0.9,5.2,6.1,5.3,1.2,0.4,2.4,2.4,19.2,,banede01,4066320
55,Domantas Sabonis,28,SAC,C,70,70,34.7,7.5,12.8,0.59,0.9,2.2,0.417,6.6,10.5,0.627,0.627,3.1,4.1,0.754,3.8,10.1,13.9,6.0,0.7,0.4,2.9,3.3,19.1,,sabondo01,3155942
56,Alperen Şengün,22,HOU,C,76,76,31.5,7.5,15.0,0.496,0.3,1.2,0.233,7.2,13.9,0.519,0.505,3.9,5.6,0.692,3.4,6.9,10.3,4.9,1.1,0.8,2.6,2.8,19.1,,sengual01,4871144
57,John Collins,27,UTH,PF,40,31,30.5,7.0,13.3,0.527,1.5,3.7,0.399,5.5,9.6,0.577,0.583,3.5,4.1,0.848,2.2,6.0,8.2,2.0,1.0,1.0,2.6,2.9,19.0,,collijo01,3908845
58,Lauri Markkanen,27,UTH,PF,47,47,31.4,6.3,14.9,0.423,2.9,8.5,0.346,3.4,6.4,0.525,0.521,3.4,3.9,0.876,1.5,4.4,5.9,1.5,0.7,0.4,1.4,1.7,19.0,,markkla01,4066336
59,Jalen Johnson,23,ATL,SF,36,36,35.7,7.5,15.1,0.5,1.2,3.9,0.312,6.3,11.1,0.566,0.541,2.6,3.5,0.746,1.7,8.3,10.0,5.0,1.6,1.0,2.9,1.9,18.9,,johnsja05,4701230
60,Cameron Johnson,28,BKN,PF,57,57,31.6,6.2,13.1,0.475,2.8,7.2,0.39,3.4,5.9,0.578,0.582,3.5,3.9,0.893,0.9,3.4,4.3,3.4,0.9,0.4,1.7,1.8,18.8,,johnsca02,3138196
61,Julius Randle,30,MIN,PF,69,69,32.3,6.6,13.6,0.485,1.6,4.6,0.344,5.0,9.1,0.555,0.542,3.9,4.9,0.806,2.1,5.0,7.1,4.7,0.7,0.2,2.8,2.5,18.7,,randlju01,3064514
62,Tyrese Haliburton,24,IND,PG,73,73,33.6,6.5,13.8,0.473,3.0,7.7,0.388,3.5,6.1,0.581,0.582,2.6,3.0,0.851,0.6,3.0,3.5,9.2,1.4,0.7,1.6,1.3,18.6,,halibty01,4396993
63,Evan Mobley,23,CLE,PF,71,71,30.5,7.1,12.8,0.557,1.2,3.2,0.37,5.9,9.5,0.621,0.604,3.1,4.3,0.725,2.3,7.0,9.3,3.2,0.9,1.6,2.0,2.0,18.5,,mobleev01,4432158
64,Shaedon Sharpe,21,POR,SG,72,52,31.3,6.9,15.3,0.452,2.0,6.6,0.311,4.9,8.8,0.557,0.519,2.6,3.4,0.785,0.9,3.6,4.5,2.8,0.9,0.2,2.1,1.7,18.5,,sharpsh01,4914336
65,Nikola Vučević,34,CHI,C,73,72,31.2,7.5,14.2,0.53,1.8,4.4,0.402,5.8,9.8,0.587,0.592,1.6,2.0,0.805,2.4,7.6,10.1,3.5,0.8,0.7,1.6,2.2,18.5,,vucevni01,6478
66,Collin Sexton,26,UTH,SG,63,61,27.9,6.6,13.8,0.48,1.7,4.3,0.406,4.9,9.5,0.513,0.543,3.4,4.0,0.865,1.0,1.8,2.7,4.2,0.7,0.1,2.5,2.3,18.4,,sextoco01,4277811
67,Michael Porter Jr.,26,DEN,SF,77,77,33.7,6.9,13.6,0.504,2.5,6.4,0.395,4.4,7.3,0.599,0.596,1.9,2.5,0.768,1.8,5.2,7.0,2.1,0.6,0.5,1.4,2.0,18.2,,portemi01,4278104
68,Bam Adebayo,27,MIA,C,78,78,34.3,6.9,14.3,0.485,1.0,2.8,0.357,5.9,11.4,0.517,0.521,3.2,4.2,0.765,2.4,7.2,9.6,4.3,1.3,0.7,2.1,2.1,18.1,,adebaba01,4066261
69,Andrew Wiggins,29,MIA,SF,60,60,30.7,6.3,14.0,0.448,2.2,5.8,0.374,4.1,8.2,0.501,0.526,3.3,4.3,0.763,1.5,3.0,4.5,2.6,1.0,0.8,1.7,1.7,18.0,,wiggian01,3059319
70,OG Anunoby,27,NYK,PF,74,74,36.6,6.6,13.9,0.476,2.3,6.2,0.372,4.3,7.7,0.561,0.559,2.5,3.1,0.81,1.3,3.5,4.8,2.2,1.5,0.9,1.4,2.3,18.0,,anunoog01,3934719
71,Mikal Bridges,28,NYK,SF,82,82,37.0,7.2,14.4,0.5,2.0,5.6,0.354,5.2,8.8,0.594,0.57,1.2,1.4,0.814,0.9,2.3,3.2,3.7,0.9,0.5,1.6,1.5,17.6,,bridgmi01,3147657
72,Jaden Ivey,22,DET,SG,30,30,29.9,6.3,13.8,0.46,2.1,5.1,0.409,4.2,8.6,0.49,0.536,2.8,3.9,0.733,1.3,2.8,4.1,4.0,0.9,0.4,3.0,2.2,17.6,,iveyja01,4433218
73,Jimmy Butler,35,GSW,SF,55,55,31.7,5.5,10.9,0.504,0.6,1.9,0.308,4.9,9.0,0.546,0.531,6.0,7.1,0.842,2.3,3.1,5.4,5.4,1.4,0.3,1.3,0.9,17.5,,butleji01,6430
74,Dejounte Murray,28,NO,PG,31,31,32.6,6.3,15.9,0.393,1.7,5.6,0.299,4.6,10.3,0.444,0.445,3.3,4.0,0.823,0.5,5.9,6.5,7.4,2.0,0.4,3.4,2.0,17.5,,murrade01,3907497
75,Malik Monk,26,SAC,SG,65,45,31.6,6.3,14.4,0.439,2.1,6.6,0.325,4.2,7.9,0.534,0.513,2.4,2.7,0.865,0.5,3.3,3.8,5.6,0.9,0.6,2.4,2.4,17.2,,monkma01,4066262
76,Immanuel Quickley,25,TOR,PG,33,33,27.8,5.6,13.3,0.42,2.6,6.8,0.378,3.0,6.5,0.465,0.517,3.4,3.9,0.867,0.5,3.1,3.5,5.8,0.7,0.1,1.8,1.8,17.1,,quickim01,4395724
77,De'Andre Hunter,27,CLE,SF,64,9,27.2,5.6,11.9,0.47,2.5,6.1,0.405,3.1,5.8,0.537,0.573,3.4,4.0,0.846,0.7,3.3,4.0,1.4,0.8,0.2,1.3,2.4,17.0,,huntede01,4065732
78,Bradley Beal,31,PHX,SG,53,38,32.1,6.5,13.1,0.497,1.9,5.0,0.386,4.6,8.1,0.565,0.571,2.1,2.6,0.803,0.6,2.7,3.3,3.7,1.1,0.5,1.9,2.6,17.0,,bealbr01,6580
79,Deni Avdija,24,POR,SF,72,54,30.0,5.6,11.7,0.476,1.7,4.8,0.365,3.8,7.0,0.552,0.55,4.0,5.2,0.78,1.5,5.7,7.3,3.9,1.0,0.5,2.7,2.4,16.9,,avdijde01,4683021
80,Keyonte George,21,UTH,PG,67,35,31.5,5.4,13.7,0.391,2.6,7.6,0.343,2.8,6.1,0.449,0.485,3.5,4.3,0.818,0.4,3.4,3.8,5.6,0.7,0.1,2.7,1.7,16.8,,georgke01,4433627
81,Ivica Zubac,27,LAC,C,80,80,32.8,7.4,11.8,0.628,0.0,0.0,,7.4,11.8,0.628,0.628,2.0,3.0,0.661,3.8,8.9,12.6,2.7,0.7,1.1,1.6,2.1,16.8,,zubaciv01,4017837
82,Derrick White,30,BOS,SG,76,76,33.9,5.6,12.6,0.442,3.5,9.1,0.384,2.1,3.5,0.593,0.58,1.8,2.1,0.839,0.9,3.6,4.5,4.8,0.9,1.1,1.7,1.8,16.4,,whitede01,3078576
83,Malik Beasley,28,DET,SG,82,18,27.8,5.6,13.1,0.43,3.9,9.3,0.416,1.7,3.7,0.466,0.579,1.2,1.7,0.679,0.6,2.0,2.6,1.7,0.9,0.1,1.0,1.5,16.3,,beaslma01,3907822
84,Devin Vassell,24,SAS,SG,64,53,31.0,6.2,13.9,0.443,2.5,6.7,0.368,3.7,7.2,0.513,0.532,1.5,1.9,0.792,0.5,3.5,4.0,2.9,1.3,0.5,1.4,1.7,16.3,,vassede01,4395630
85,Jordan Clarkson,32,UTH,SG,37,9,26.0,5.4,13.3,0.408,2.3,6.3,0.362,3.2,7.1,0.448,0.493,3.1,3.9,0.797,0.7,2.5,3.2,3.7,0.8,0.2,2.3,1.4,16.2,,clarkjo01,2528426
86,Paul George,34,PHI,PF,41,41,32.5,6.0,13.9,0.43,2.3,6.5,0.358,3.6,7.4,0.493,0.514,1.9,2.4,0.814,0.6,4.8,5.3,4.3,1.8,0.5,2.6,2.5,16.2,,georgpa01,4251
87,Jalen Suggs,23,ORL,PG,35,35,28.6,5.6,13.7,0.41,2.2,6.9,0.314,3.5,6.8,0.506,0.489,2.8,3.1,0.882,0.7,3.4,4.0,3.7,1.5,0.9,2.9,2.8,16.2,,suggsja01,4432165
88,Bennedict Mathurin,22,IND,SF,72,49,29.8,5.4,11.8,0.458,1.4,4.0,0.34,4.1,7.8,0.519,0.516,3.8,4.6,0.831,1.2,4.1,5.3,1.9,0.7,0.3,1.9,2.3,16.1,,mathube01,4683634
89,Myles Turner,28,IND,C,72,72,30.2,5.4,11.3,0.481,2.2,5.5,0.396,3.3,5.8,0.561,0.577,2.6,3.3,0.773,1.3,5.3,6.5,1.5,0.8,2.0,1.7,2.5,15.6,,turnemy01,3133628
90,Christian Braun,23,DEN,SG,79,77,33.9,6.0,10.4,0.58,1.1,2.8,0.397,4.9,7.6,0.648,0.634,2.2,2.7,0.827,1.2,3.9,5.2,2.6,1.1,0.5,1.0,2.2,15.4,,braunch01,4431767
91,Jonathan Kuminga,22,GSW,PF,47,10,24.3,5.5,12.1,0.454,1.0,3.2,0.305,4.5,8.9,0.508,0.495,3.3,5.0,0.668,1.2,3.4,4.6,2.2,0.8,0.4,1.5,1.9,15.3,,kuminjo01,4433247
92,Jared McCain,20,PHI,SG,23,8,25.7,5.5,11.9,0.46,2.2,5.8,0.383,3.3,6.1,0.532,0.553,2.1,2.4,0.875,0.6,1.9,2.4,2.6,0.7,0.0,1.6,1.6,15.3,,mccaija01,4683778
