Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional,PlayerID
375,Javonte Green,31,CLE,SG,68,19,18.5,1.8,4.2,0.429,0.7,2.1,0.326,1.1,2.1,0.527,0.509,0.8,1.1,0.724,0.9,2.3,3.2,0.8,1.0,0.5,0.5,1.4,5.1,,greenja02,2596112
376,Alex Reese,25,PHI,PF,15,0,14.4,1.7,3.6,0.481,1.0,2.7,0.366,0.7,0.9,0.846,0.62,0.6,0.8,0.75,0.6,2.5,3.1,0.3,0.7,0.7,0.4,1.4,5.1,,reeseal01,4277812
377,Bismack Biyombo,32,SAS,C,28,26,18.9,2.4,4.1,0.588,0.0,0.0,,2.4,4.1,0.588,0.588,0.4,0.9,0.4,1.5,4.1,5.6,1.1,0.6,0.8,1.0,1.9,5.1,,biyombi01,6427
378,Mitchell Robinson,26,NYK,C,17,3,17.1,2.2,3.3,0.661,0.0,0.0,,2.2,3.3,0.661,0.661,0.8,1.1,0.684,3.1,2.9,5.9,0.8,0.9,1.1,0.6,1.5,5.1,,robinmi01,4351852
379,Kai Jones,24,DAL,C,40,6,11.7,2.2,2.7,0.798,0.0,0.1,0.2,2.2,2.6,0.827,0.803,0.6,0.8,0.719,1.0,2.1,3.1,0.6,0.4,0.6,0.5,1.3,5.0,,joneska01,4431699
380,Ben Simmons,28,LAC,PG,51,24,22.0,2.3,4.4,0.52,0.0,0.0,,2.3,4.4,0.52,0.52,0.5,0.6,0.727,0.9,3.8,4.7,5.6,0.7,0.5,2.0,2.1,5.0,,simmobe01,3907387
381,Malaki Branham,21,SAS,SG,47,0,9.1,1.9,4.0,0.458,0.7,1.8,0.405,1.1,2.3,0.5,0.547,0.6,0.7,0.818,0.1,0.9,1.1,0.8,0.2,0.0,0.7,0.6,5.0,,branhma01,4565201
382,Neemias Queta,25,BOS,C,62,6,13.9,2.1,3.3,0.65,0.0,0.0,0.0,2.1,3.2,0.66,0.65,0.7,1.0,0.754,1.4,2.4,3.8,0.7,0.3,0.7,0.6,1.7,5.0,,quetane01,4397424
383,Alondes Williams,25,DET,SG,1,0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,,willial06,nophoto
384,Jaylen Martin,21,WAS,SF,16,0,14.9,1.9,4.6,0.419,0.4,1.4,0.304,1.5,3.2,0.471,0.466,0.6,0.6,0.9,0.7,2.1,2.8,1.1,0.6,0.0,0.8,0.9,4.9,,martija02,nophoto
385,Lindy Waters III,27,DET,SG,52,9,15.0,1.8,4.8,0.369,1.2,3.6,0.344,0.5,1.2,0.444,0.498,0.2,0.2,0.727,0.4,1.7,2.1,1.0,0.5,0.2,0.4,1.2,4.9,,waterli01,406317
386,Trevelin Queen,27,ORL,SG,31,2,13.9,1.8,4.7,0.381,0.7,2.5,0.286,1.1,2.3,0.486,0.456,0.6,0.7,0.857,0.8,0.9,1.7,1.2,1.0,0.3,0.7,1.2,4.9,,queentr01,4409222
387,Jock Landale,29,HOU,C,42,3,11.9,1.9,3.6,0.533,0.3,0.6,0.423,1.7,3.0,0.556,0.569,0.6,1.0,0.675,1.3,1.9,3.3,0.9,0.3,0.2,0.5,1.2,4.8,,landajo01,3146557
388,Colin Castleton,24,PHI,C,26,4,16.6,1.8,3.8,0.469,0.1,0.6,0.125,1.7,3.2,0.537,0.48,1.1,1.5,0.763,2.0,2.7,4.7,1.1,0.3,0.4,0.9,2.0,4.7,,castlco01,4397204
389,Taylor Hendricks,21,UTH,PF,3,3,25.0,1.3,6.0,0.222,1.0,4.0,0.25,0.3,2.0,0.167,0.306,1.0,1.3,0.75,1.7,3.3,5.0,0.7,1.7,1.3,0.7,2.7,4.7,,hendrta01,4684806
390,David Roddy,23,HOU,PF,33,3,12.4,1.7,3.8,0.456,0.6,1.8,0.311,1.2,1.9,0.594,0.532,0.6,0.8,0.769,0.4,2.2,2.5,1.1,0.4,0.3,0.7,0.6,4.6,,roddyda01,4593041
391,Drew Eubanks,27,LAC,C,61,4,12.2,1.9,3.2,0.593,0.0,0.1,0.5,1.8,3.1,0.596,0.601,0.8,1.2,0.662,1.0,2.7,3.7,0.9,0.2,0.6,0.7,1.0,4.6,,eubandr01,3914285
392,Pelle Larsson,23,MIA,SG,55,8,14.2,1.6,3.7,0.438,0.6,1.7,0.337,1.0,2.0,0.528,0.517,0.7,1.1,0.672,0.5,1.2,1.7,1.2,0.6,0.1,0.4,1.7,4.6,,larsspe01,4601025
393,Julian Phillips,21,CHI,SF,79,5,14.2,1.6,3.6,0.446,0.6,1.9,0.327,1.0,1.7,0.582,0.533,0.8,1.0,0.789,0.8,1.3,2.1,0.5,0.5,0.3,0.3,1.4,4.6,,phillju01,5105553
394,Cody Williams,20,UTH,SG,50,21,21.2,1.7,5.1,0.323,0.7,2.7,0.259,1.0,2.4,0.393,0.391,0.6,0.8,0.725,0.5,1.7,2.3,1.2,0.5,0.3,0.9,1.9,4.6,,willico04,4895758
395,Rob Dillingham,20,MIN,PG,49,1,10.5,1.9,4.3,0.441,0.5,1.5,0.338,1.4,2.8,0.496,0.5,0.2,0.3,0.533,0.2,0.8,1.0,2.0,0.4,0.0,1.1,0.8,4.5,,dilliro01,4684275
396,Jett Howard,21,ORL,SF,60,0,11.7,1.6,4.4,0.374,0.9,3.1,0.296,0.7,1.3,0.566,0.479,0.3,0.4,0.696,0.3,0.8,1.2,0.7,0.2,0.2,0.6,1.1,4.5,,howarje01,5105806
397,Kevon Looney,28,GSW,C,76,6,15.0,1.9,3.7,0.514,0.0,0.1,0.4,1.9,3.6,0.516,0.518,0.7,1.3,0.566,2.4,3.6,6.1,1.6,0.6,0.5,0.5,2.0,4.5,,looneke01,3155535
398,Mason Plumlee,34,PHX,C,74,21,17.6,1.7,2.7,0.619,0.0,0.1,0.0,1.7,2.7,0.631,0.619,1.1,1.7,0.648,1.6,4.6,6.1,1.8,0.4,0.6,0.8,2.1,4.5,,plumlma01,2488653
399,Dalen Terry,22,CHI,SG,73,5,13.5,1.6,3.7,0.448,0.5,1.4,0.356,1.1,2.2,0.506,0.517,0.7,0.9,0.71,0.5,1.2,1.7,1.3,0.6,0.2,0.7,1.6,4.5,,terryda01,4433159
400,Marvin Bagley III,25,MEM,PF,31,2,8.5,1.8,3.4,0.519,0.1,0.6,0.158,1.7,2.8,0.598,0.533,0.7,1.1,0.657,1.2,1.5,2.7,0.4,0.3,0.3,0.4,0.6,4.4,,baglema01,4277848
401,Charles Bassey,24,SAS,C,36,1,10.4,1.9,3.3,0.581,0.0,0.0,,1.9,3.3,0.581,0.581,0.6,0.9,0.636,1.6,2.7,4.2,0.5,0.4,0.8,0.6,1.4,4.4,,bassech01,4397886
402,Tony Bradley,27,IND,C,14,0,8.1,2.1,3.2,0.644,0.1,0.2,0.333,2.0,3.0,0.667,0.656,0.1,0.4,0.333,1.3,1.7,3.0,0.4,0.1,0.6,0.4,0.8,4.4,,bradlto01,4065673
403,Reggie Jackson,34,PHI,PG,31,1,12.4,1.7,4.3,0.391,0.8,2.4,0.338,0.9,1.9,0.458,0.485,0.2,0.3,0.778,0.3,1.1,1.4,1.5,0.5,0.1,0.5,1.1,4.4,,jacksre01,6443
404,Reed Sheppard,20,HOU,PG,52,3,12.6,1.6,4.6,0.351,0.9,2.7,0.338,0.7,1.9,0.371,0.452,0.3,0.3,0.813,0.3,1.2,1.5,1.4,0.7,0.3,0.7,1.0,4.4,,sheppre01,4711272
405,Lamar Stevens,27,MEM,PF,17,1,9.1,1.7,3.7,0.46,0.5,1.6,0.296,1.2,2.1,0.583,0.524,0.5,0.6,0.727,0.2,2.0,2.2,0.5,0.3,0.2,0.6,0.9,4.4,,stevela01,4066405
406,Mo Bamba,26,NO,C,32,2,12.9,1.6,3.5,0.464,0.5,1.7,0.278,1.2,1.8,0.638,0.531,0.6,0.8,0.704,1.0,3.5,4.5,0.6,0.3,1.0,0.6,1.8,4.3,,bambamo01,nophoto
407,Jevon Carter,29,CHI,PG,36,1,8.9,1.5,4.1,0.377,1.0,2.9,0.333,0.6,1.1,0.488,0.497,0.2,0.3,0.8,0.1,1.0,1.1,1.1,0.4,0.1,0.3,0.4,4.3,,carteje01,3133635
408,Micah Potter,26,UTH,C,38,10,18.6,1.5,3.6,0.422,0.8,2.6,0.316,0.7,1.0,0.703,0.537,0.4,0.5,0.85,1.1,3.2,4.3,0.8,0.4,0.4,0.8,1.3,4.3,,pottemi01,4066399
409,Terrence Shannon Jr.,24,MIN,SG,32,1,10.6,1.7,3.6,0.482,0.3,1.0,0.355,1.4,2.6,0.53,0.531,0.5,0.7,0.81,0.3,1.2,1.5,1.0,0.2,0.2,0.5,0.8,4.3,,shannte01,4432847
410,Daniel Theis,32,NO,C,38,9,16.3,1.6,3.4,0.473,0.2,1.0,0.243,1.4,2.4,0.565,0.508,0.8,1.0,0.838,1.2,3.2,4.3,1.6,0.5,0.5,0.7,1.8,4.3,,theisda01,nophoto
411,Torrey Craig,34,BOS,SF,26,4,12.1,1.5,3.5,0.422,0.9,2.5,0.364,0.5,0.9,0.583,0.556,0.3,0.5,0.667,1.0,1.8,2.8,0.7,0.3,0.5,0.3,1.3,4.2,,craigto01,2528693
412,Wendell Moore Jr.,23,CHA,SG,36,1,13.9,1.6,3.5,0.468,0.4,1.1,0.341,1.3,2.4,0.529,0.524,0.5,0.6,0.818,0.8,1.8,2.6,1.2,0.6,0.1,0.8,0.9,4.2,,moorewe01,4592187
413,Dominick Barlow,21,ATL,SF,35,4,10.7,1.7,3.2,0.531,0.2,0.8,0.259,1.5,2.5,0.616,0.562,0.6,0.9,0.636,1.0,1.4,2.4,0.5,0.3,0.5,0.1,1.3,4.2,,barlodo01,4870562
414,Kessler Edwards,24,DAL,SF,40,18,15.2,1.7,3.4,0.496,0.6,1.4,0.407,1.1,2.0,0.556,0.578,0.3,0.3,0.923,0.6,2.3,2.9,1.1,0.5,0.5,0.4,1.6,4.2,,edwarke02,4397693
415,Oso Ighodaro,22,PHX,PF,61,6,17.1,1.9,3.1,0.604,0.0,0.0,0.0,1.9,3.0,0.611,0.604,0.5,0.8,0.58,1.1,2.6,3.6,1.2,0.5,0.5,0.6,1.7,4.2,,ighodos01,4601023
416,Kris Murray,24,POR,SF,69,6,15.1,1.7,4.0,0.419,0.4,1.7,0.225,1.3,2.3,0.566,0.468,0.4,0.8,0.456,1.1,1.5,2.6,1.0,0.5,0.2,0.6,1.0,4.2,,murrakr01,4594326
417,Duop Reath,28,POR,C,46,0,10.2,1.5,3.6,0.422,0.7,2.3,0.321,0.8,1.3,0.6,0.524,0.4,0.5,0.909,1.0,1.0,2.0,0.6,0.3,0.3,0.3,0.9,4.2,,reathdu01,4066268
418,Cam Spencer,24,MEM,SG,25,1,10.1,1.4,3.3,0.415,0.8,2.1,0.358,0.6,1.2,0.517,0.53,0.8,0.8,1.0,0.5,0.7,1.2,1.4,0.4,0.0,0.2,0.9,4.2,,spencca01,4433083
419,Maxwell Lewis,22,BKN,SF,28,1,11.7,1.6,3.9,0.417,0.7,1.8,0.38,0.9,2.1,0.448,0.505,0.3,0.4,0.7,0.6,1.3,2.0,0.7,0.3,0.3,0.5,1.0,4.1,,lewisma05,4684286
420,Jaylen Clark,23,MIN,SG,40,4,13.1,1.4,3.0,0.467,0.6,1.3,0.431,0.9,1.7,0.493,0.558,0.7,0.9,0.784,0.7,0.7,1.3,0.7,0.9,0.1,0.2,1.5,4.1,,clarkja02,4432247
421,Caleb Houstan,22,ORL,SF,58,6,13.6,1.4,3.3,0.421,1.1,2.8,0.4,0.3,0.5,0.533,0.589,0.3,0.3,0.882,0.3,1.0,1.3,0.6,0.4,0.1,0.2,1.1,4.1,,houstca01,4433623
422,Jordan Miller,25,LAC,SF,37,0,11.4,1.6,3.6,0.433,0.2,1.0,0.211,1.4,2.6,0.521,0.463,0.8,0.9,0.8,0.6,0.9,1.6,0.9,0.5,0.1,0.7,0.7,4.1,,millejo02,4396818
423,Jalen Pickett,25,DEN,SG,49,4,13.6,1.6,3.7,0.428,0.8,2.1,0.396,0.8,1.6,0.468,0.539,0.1,0.2,0.75,0.3,1.1,1.4,2.2,0.4,0.1,0.5,0.8,4.1,,pickeja02,4398390
424,Paul Reed,25,DET,C,45,0,9.7,1.6,3.2,0.507,0.2,0.6,0.286,1.4,2.5,0.561,0.535,0.7,0.9,0.762,0.9,1.8,2.7,1.0,0.9,0.6,0.6,1.7,4.1,,reedpa01,4278562
425,Gui Santos,22,GSW,PF,56,2,13.6,1.5,3.2,0.458,0.6,1.8,0.33,0.9,1.4,0.632,0.553,0.5,0.8,0.69,1.3,1.8,3.1,1.4,0.4,0.2,0.8,1.6,4.1,,santogu01,4997536
426,Jarred Vanderbilt,25,LAL,PF,36,2,16.1,1.6,3.4,0.488,0.3,0.9,0.281,1.4,2.5,0.562,0.525,0.6,1.0,0.556,1.9,3.2,5.1,1.1,1.0,0.3,0.8,1.9,4.1,,vandeja01,4278077
427,Colby Jones,22,WAS,SG,39,0,13.2,1.5,3.3,0.457,0.4,1.3,0.327,1.1,2.1,0.538,0.519,0.6,0.9,0.657,0.5,1.7,2.2,1.1,0.7,0.3,0.6,0.9,4.0,,jonesco02,4433378
428,Nicolas Batum,36,LAC,PF,78,8,17.5,1.3,3.1,0.437,1.1,2.6,0.433,0.2,0.4,0.457,0.622,0.2,0.3,0.81,0.6,2.2,2.8,1.1,0.7,0.5,0.4,1.4,4.0,,batumni01,3416
429,Malachi Flynn,26,CHA,PG,4,0,11.0,1.3,3.3,0.385,0.3,1.0,0.25,1.0,2.3,0.444,0.423,1.3,1.5,0.833,0.8,1.0,1.8,1.8,0.8,0.0,1.0,1.0,4.0,,flynnma01,nophoto
430,Ron Harper Jr.,24,DET,SF,1,0,17.0,1.0,8.0,0.125,0.0,6.0,0.0,1.0,2.0,0.5,0.125,2.0,2.0,1.0,4.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,4.0,,harpero02,4397251
431,Josh Richardson,31,MIA,SG,8,0,18.8,1.4,4.8,0.289,0.8,2.8,0.273,0.6,2.0,0.313,0.368,0.5,0.5,1.0,0.8,0.8,1.5,1.5,1.0,0.1,1.0,2.1,4.0,,richajo01,2581190
432,Steven Adams,31,HOU,C,58,3,13.7,1.6,2.9,0.545,0.0,0.0,0.0,1.6,2.8,0.552,0.545,0.7,1.6,0.462,2.9,2.8,5.6,1.1,0.4,0.5,0.9,1.0,3.9,,adamsst01,2991235
433,Kyle Lowry,38,PHI,PG,35,12,18.8,1.2,3.3,0.35,0.8,2.5,0.33,0.3,0.8,0.414,0.474,0.8,0.9,0.818,0.3,1.6,1.9,2.7,0.9,0.3,0.6,1.8,3.9,,lowryky01,3012
434,Olivier-Maxence Prosper,22,DAL,PF,52,4,11.2,1.3,3.3,0.402,0.2,1.0,0.235,1.1,2.4,0.472,0.437,0.9,1.5,0.645,0.8,1.6,2.4,0.8,0.5,0.1,0.3,0.5,3.9,,prospol01,4595400
435,Patty Mills,36,LAC,PG,29,0,11.1,1.2,3.3,0.375,0.9,2.6,0.347,0.3,0.7,0.476,0.51,0.4,0.5,0.929,0.1,0.6,0.8,0.9,0.4,0.1,0.6,0.8,3.8,,millspa02,4004
436,Branden Carlson,25,OKC,C,32,0,7.7,1.3,3.0,0.443,0.7,2.1,0.333,0.7,1.0,0.677,0.557,0.4,0.6,0.778,0.5,1.2,1.7,0.4,0.2,0.7,0.2,0.7,3.8,,carlsbr01,4592435
437,Devin Carter,22,SAC,PG,36,0,11.0,1.3,3.5,0.37,0.5,1.7,0.295,0.8,1.8,0.439,0.441,0.7,1.2,0.591,0.5,1.6,2.1,1.1,0.6,0.1,0.5,1.1,3.8,,cartede02,4433188
438,Ousmane Dieng,21,OKC,C,37,1,10.9,1.5,3.4,0.432,0.6,1.9,0.324,0.8,1.5,0.574,0.524,0.3,0.4,0.688,0.5,1.7,2.2,0.8,0.5,0.2,0.5,0.9,3.8,,diengou01,4997526
439,Markieff Morris,35,LAL,PF,15,2,11.0,1.4,4.7,0.3,0.6,2.4,0.25,0.8,2.3,0.353,0.364,0.3,0.4,0.833,0.2,1.3,1.5,1.4,0.1,0.2,0.3,1.1,3.7,,morrima02,6461
440,Emoni Bates,21,CLE,SF,10,0,7.5,1.3,3.8,0.342,1.1,3.0,0.367,0.2,0.8,0.25,0.487,0.0,0.0,,0.0,0.7,0.7,0.8,0.1,0.1,0.2,0.4,3.7,,batesem01,4433620
441,DeAndre Jordan,36,DEN,C,56,5,12.3,1.6,2.5,0.65,0.0,0.0,,1.6,2.5,0.65,0.65,0.5,1.1,0.422,1.5,3.6,5.1,0.9,0.3,0.5,0.7,1.3,3.7,,jordade01,3442
442,Craig Porter Jr.,24,CLE,PG,51,1,10.1,1.4,2.7,0.514,0.4,0.9,0.438,1.0,1.8,0.554,0.589,0.5,0.6,0.719,0.4,0.9,1.3,1.4,0.3,0.3,0.7,0.5,3.7,,portecr01,4701233
443,Jackson Rowe,28,GSW,PF,6,0,8.7,1.3,2.8,0.471,0.5,1.7,0.3,0.8,1.2,0.714,0.559,0.5,1.0,0.5,0.5,1.3,1.8,0.7,0.7,0.0,0.2,0.7,3.7,,roweja01,4066889
444,Blake Wesley,21,SAS,SG,58,0,11.8,1.4,3.2,0.435,0.3,1.0,0.293,1.1,2.2,0.5,0.481,0.7,1.1,0.623,0.3,0.8,1.1,2.0,0.6,0.1,0.9,0.8,3.7,,weslebl01,4683935
445,JT Thor,22,WAS,PF,20,0,12.5,1.3,3.0,0.424,0.3,1.1,0.286,1.0,1.9,0.5,0.475,0.8,1.1,0.682,1.0,1.4,2.4,0.3,0.4,0.5,0.5,0.9,3.6,,thorjt01,4702233
446,Baylor Scheierman,24,BOS,SG,31,2,12.4,1.3,3.5,0.355,0.8,2.6,0.317,0.4,0.9,0.464,0.473,0.3,0.4,0.75,0.6,1.5,2.1,1.1,0.5,0.1,0.4,0.7,3.6,,scheiba01,4593841
447,Jae'Sean Tate,29,HOU,SF,52,2,11.3,1.3,2.8,0.473,0.3,0.9,0.348,1.0,2.0,0.529,0.527,0.6,0.9,0.681,1.0,1.3,2.3,0.9,0.5,0.1,0.4,1.6,3.6,,tateja01,3136777
448,Jaylon Tyson,22,CLE,SG,47,3,9.6,1.4,3.2,0.43,0.4,1.2,0.345,0.9,1.9,0.484,0.497,0.4,0.5,0.792,0.8,1.3,2.0,0.9,0.3,0.1,0.6,1.1,3.6,,tysonja01,4683747
449,Elfrid Payton,30,CHA,PG,24,9,21.3,1.7,5.1,0.328,0.0,0.3,0.167,1.6,4.8,0.336,0.332,0.2,0.3,0.571,0.6,2.7,3.3,6.9,1.0,0.5,2.5,1.5,3.5,,paytoel01,2583639
450,Luka Garza,26,MIN,C,39,0,5.6,1.3,2.7,0.495,0.3,0.9,0.278,1.1,1.8,0.609,0.543,0.6,0.9,0.686,0.8,0.6,1.4,0.3,0.2,0.1,0.3,0.7,3.5,,garzalu01,4277952
451,Cory Joseph,33,ORL,PG,50,16,12.2,1.2,3.1,0.403,0.8,2.1,0.364,0.5,0.9,0.489,0.529,0.3,0.4,0.778,0.3,1.1,1.5,1.4,0.5,0.1,0.4,1.0,3.5,,josepco01,6446
452,Doug McDermott,33,SAC,SF,42,3,8.1,1.2,2.8,0.427,1.0,2.4,0.436,0.1,0.4,0.375,0.615,0.1,0.1,0.6,0.1,0.5,0.5,0.2,0.1,0.0,0.1,0.7,3.5,,mcderdo01,2528588
453,Dario Šarić,30,DEN,C,16,4,13.1,1.3,3.6,0.362,0.4,1.6,0.269,0.9,2.0,0.438,0.422,0.4,0.6,0.7,0.9,2.3,3.1,1.4,0.4,0.1,0.9,1.2,3.5,,saricda01,3032978
454,Jamaree Bouyea,25,MIL,PG,5,1,12.4,1.2,2.4,0.5,0.2,1.0,0.2,1.0,1.4,0.714,0.542,0.8,1.2,0.667,0.2,0.8,1.0,2.0,0.8,0.4,1.6,0.4,3.4,,bouyeja01,4280245
455,Bruno Fernando,26,TOR,C,17,2,8.6,1.5,2.9,0.531,0.0,0.0,,1.5,2.9,0.531,0.531,0.4,0.5,0.75,1.2,1.8,3.0,1.1,0.2,0.5,0.8,1.6,3.4,,fernabr01,4277952
456,Andre Jackson Jr.,23,MIL,SG,67,43,14.6,1.4,2.9,0.477,0.4,1.1,0.395,1.0,1.8,0.529,0.553,0.2,0.4,0.5,1.0,1.7,2.7,1.2,0.5,0.2,0.9,1.7,3.4,,jacksan01,4432190
457,Isaac Jones,24,SAC,PF,40,0,7.6,1.4,2.1,0.651,0.1,0.2,0.375,1.3,1.9,0.68,0.669,0.6,0.9,0.639,0.6,0.9,1.4,0.3,0.1,0.3,0.4,0.8,3.4,,jonesis01,5107818
458,Kevin Knox,25,GSW,SF,14,0,6.0,1.3,2.6,0.5,0.3,1.1,0.267,1.0,1.5,0.667,0.556,0.4,0.6,0.75,0.5,0.7,1.2,0.4,0.1,0.3,0.3,0.4,3.3,,knoxke01,4278075
459,Damion Lee,32,PHX,SG,25,0,5.8,1.1,3.0,0.365,0.4,1.5,0.243,0.7,1.5,0.486,0.426,0.8,0.8,0.952,0.1,0.7,0.8,0.4,0.2,0.0,0.4,0.2,3.3,,leeda03,2595209
460,Jeenathan Williams,25,HOU,SG,20,0,7.4,1.4,3.1,0.435,0.3,1.3,0.231,1.1,1.8,0.583,0.484,0.3,0.4,0.625,0.3,0.4,0.7,0.5,0.4,0.2,0.7,0.8,3.3,,willije02,nophoto
461,Elijah Harkless,24,UTH,SG,10,0,13.8,1.1,3.5,0.314,0.7,2.5,0.28,0.4,1.0,0.4,0.414,0.3,0.6,0.5,0.9,1.2,2.1,0.8,1.0,0.1,0.3,1.8,3.2,,harklej01,4397449
462,Zeke Nnaji,24,DEN,PF,57,4,10.7,1.2,2.5,0.496,0.3,0.9,0.327,0.9,1.6,0.596,0.557,0.5,0.8,0.614,0.6,1.0,1.6,0.4,0.4,0.7,0.2,1.1,3.2,,nnajize01,4431690
463,Cam Reddish,25,LAL,SF,33,8,17.8,1.2,2.8,0.404,0.4,1.4,0.277,0.8,1.4,0.532,0.473,0.5,0.8,0.615,0.5,1.5,2.0,0.7,1.0,0.3,0.4,1.3,3.2,,reddica01,4395627
464,Delon Wright,32,NYK,PG,40,7,15.9,1.1,3.3,0.344,0.5,1.8,0.274,0.6,1.5,0.431,0.42,0.4,0.6,0.6,0.7,1.0,1.7,1.9,0.9,0.3,0.6,0.6,3.1,,wrighde01,3064447
465,Kylor Kelley,27,NO,C,11,2,11.5,1.3,2.0,0.636,0.0,0.0,,1.3,2.0,0.636,0.636,0.5,0.9,0.6,1.1,2.5,3.5,0.5,0.1,0.3,0.4,1.4,3.1,,kelleky01,3950760
466,Gary Harris,30,ORL,SG,48,3,14.8,1.1,2.8,0.383,0.8,2.1,0.356,0.3,0.7,0.469,0.519,0.1,0.3,0.583,0.4,0.9,1.3,0.6,0.5,0.3,0.4,0.9,3.0,,harriga01,2999547
467,Maxi Kleber,33,DAL,PF,34,4,18.7,1.1,2.8,0.385,0.4,1.4,0.265,0.7,1.4,0.511,0.453,0.5,0.6,0.762,0.7,2.1,2.8,1.3,0.3,0.5,0.7,1.9,3.0,,klebima01,2960236
468,Taze Moore,26,POR,SG,2,0,10.0,1.0,5.0,0.2,0.5,2.0,0.25,0.5,3.0,0.167,0.25,0.5,1.0,0.5,2.0,2.0,4.0,0.5,1.0,0.0,1.0,0.0,3.0,,mooreta02,nophoto
469,Rayan Rupert,20,POR,SG,52,0,8.8,1.1,2.7,0.408,0.3,1.1,0.271,0.8,1.6,0.506,0.465,0.4,0.6,0.767,0.5,0.8,1.3,0.5,0.3,0.1,0.6,0.7,3.0,,ruperra01,5099752
470,P.J. Tucker,39,NYK,SF,3,1,19.3,1.0,2.3,0.429,1.0,2.0,0.5,0.0,0.3,0.0,0.643,0.0,0.0,,1.3,1.3,2.7,0.0,0.3,0.3,0.3,2.7,3.0,,tuckepj01,3033
